npa_id,create_date,cycle_time_from_er_confirm,cycle_time_from_benefit_order,difot,created_day_of_week,created_month,created_year,days_before_effective_date,orders_last_week,has_run_payroll,sic_code,tax_payer_type,taxable_as_scorp,wc_status,state,count_work_states,days_after_joined_gusto,days_after_est_founding,count_policies,count_carriers,count_medical_carriers,medical_carrier,dental_carrier,has_composite_scheme,contains_long_tail_carrier,has_dental,has_vision,has_lidi,hsa_selected,has_fsa_dca,active_employees,eligible_employees,payroll_count,primary_payroll_admin_age,has_integrations,failed_filing_last_12_month,growth_rate_last_year,had_previous_payroll_provider,months_from_join_date,user_provided_industry,industry_classification,invoice_count,last_month_subscription_revenue,number_of_eins,multi_ein,count_address_changes_last_year,number_of_employees_logging_in_last_month,number_of_employee_logins_last_month,number_of_terminations_last_month,number_of_payroll_employees_last_month,estimated_annual_income_per_employee_last_month,has_active_workers_comp,running_total_number_of_benefits_care_cases,running_total_number_of_payroll_care_cases,running_total_number_of_cases,running_total_number_of_emails,running_total_number_of_irs_notice_reasons,amendments_last_12_month,number_of_admin_failed_logins,number_of_calls_last_month,number_of_chats_last_month,product_plan,time_to_onboard_in_days,time_to_first_payroll_in_days,prev_company_suspension,ee_average_age,count_ee_twenty_six_and_over_in_last_year,count_ee_under_twenty_six_in_last_year,count_single_employees_in_last_year,count_non_single_employees_in_last_year,count_ee_commuter_in_last_year,count_ee_home_states_in_last_year,count_ee_work_states_in_last_year,count_ee_work_home_state_diff_in_last_year,count_ee_more_than_1_job_in_last_year,count_ee_terminations_in_last_year,count_ee_touchpoints_in_last_year,count_ee_hires_in_last_year,count_401k_ees_in_last_year,count_529_ees_in_last_year,change_in_number_of_hires_last_month,change_in_number_of_termination_last_month,change_in_number_of_ee_logins_last_month,change_in_number_of_calls_last_month,change_in_number_of_admin_logins_last_month,change_in_estimated_annual_income_per_employee_last_month,selected_medical_base_tier,start_date_changed,deadline_override
53857,2021-01-19 23:29,21,21,0,4.0,2.0,2021.0,-18,134,1,8049,LLC,0,has_zp_policy,TX,1,26,871,7,2,1,Blue Cross Blue Shield,Guardian,0,0,1,1,0,0,0,11,6,4,,0,0,0.0,0,-2,Healthcare   Social Assistance,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,39,48,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
43759,2020-10-15 16:28,28,28,1,3.0,12.0,2020.0,-30,318,1,5999,General partnership,0,external_policy,TN,1,2152,10077,4,3,1,Blue Cross Blue Shield,Guardian,0,0,1,1,0,0,0,43,14,286,52,1,0,0.05263157894736842,1,57,Retail,POS,59,519.0,0,0,7,25,117,1,40,72795.3866,0,0,92,99,42,0,0,13,0,0,complete,358,362,0,32.8096590909091,816,592,652,160,0,2,1,48,0,76,4,92,0,0,0,-1,-28,0,-3,-11477.1629,silver,0,1
49498,2020-11-12 15:12,24,23,1,2.0,12.0,2020.0,-24,261,1,8299,C-Corporation,0,has_zp_policy,NV,2,39,340,4,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,1,1,1,,0,0,0.0,0,-1,Education,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,26,56,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,1
49247,2020-11-30 23:39,54,54,1,4.0,12.0,2020.0,-60,318,1,7371,S-Corporation,1,no_policy,WA,1,113,122,4,3,1,Premera Blue Cross,Guardian,1,0,1,1,1,0,0,5,3,17,27,0,0,0.0,1,2,Technology,Desk,3,56.7,0,0,5,3,4,0,4,80210.0,0,0,0,3,0,0,0,0,0,0,core,42,47,0,22.2727272727273,1,10,10,1,0,0,1,3,0,0,0,3,0,0,2,0,-4,0,4,-13476.6666,gold,0,0
50838,2020-12-18 20:41,39,39,0,4.0,12.0,2020.0,-39,185,1,7389,S-Corporation,1,has_zp_policy,CA,1,6,-11,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,2,2,2,,0,0,0.0,0,-1,Professional Services,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,0
49563,2020-12-02 14:17,42,28,1,1.0,3.0,2021.0,-40,133,1,7371,Sole proprietor,0,has_zp_policy,VA,1,446,5851,5,2,1,Anthem Blue Cross,Guardian,0,0,1,1,0,0,0,3,3,37,33,1,0,0.0,0,11,Technology,Desk,14,115.0,0,0,0,3,21,0,3,87333.3933,0,0,5,9,1,0,0,3,0,0,core,1,37,0,38.0,18,0,9,9,0,1,1,0,0,1,3,0,2,0,2,0,4,0,-4,-92666.6867,silver,0,0
40952,2020-09-15 20:36,41,41,0,2.0,12.0,2020.0,-34,75,1,8011,C-Corporation,0,has_zp_policy,CA,20,271,272,4,2,1,Anthem Blue Cross,Guardian,0,0,1,1,0,0,0,48,3,75,44,1,1,0.0,0,4,Healthcare   Social Assistance,Desk,7,555.0,0,0,41,22,44,0,42,102526.6666,1,0,39,74,18,0,0,3,1,2,complete,21,29,0,45.8901734104046,173,0,72,101,0,14,14,10,116,7,16,36,73,0,1,0,-35,-1,1,-16588.3334,gold,0,0
48164,2020-11-06 19:26,50,49,1,2.0,11.0,2020.0,-69,498,1,6211,LLC,0,has_zp_policy,MD,3,18,-21,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,1,1,1,,0,0,0.0,0,-1,Professional Services,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,12,56,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
36133,2020-06-08 14:58,40,39,1,5.0,6.0,2020.0,-50,52,1,7372,S-Corporation,1,has_zp_policy,IL,2,76,76,1,1,1,Blue Cross Blue Shield,no_dental_carrier,0,0,0,0,0,0,0,4,3,10,32,0,0,0.0,0,2,Education,Desk,2,28.45,0,0,1,3,2,1,2,17364.75,1,0,0,1,1,0,0,1,0,0,core,3,14,0,33.9,9,1,5,5,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0.0,silver,0,0
56395,2021-03-12 21:37,35,35,0,1.0,3.0,2021.0,-33,114,1,8221,LLC,1,external_policy,NC,1,627,-3,3,2,1,UnitedHealthcare,Guardian,0,0,1,1,0,0,0,3,3,8,,0,0,0.0,0,-1,Education,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,620,643,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
56126,2021-03-18 17:42,39,39,1,5.0,3.0,2021.0,-43,67,1,8011,LLC,0,has_zp_policy,TN,1,882,858,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,3,1,68,48,0,0,0.0,0,28,Healthcare   Social Assistance,Desk,28,73.0,0,0,0,2,9,0,3,37256.2666,1,0,0,5,4,0,0,6,0,0,core,21,35,0,27.9705882352941,16,18,27,7,0,1,1,0,0,1,0,0,0,0,0,-1,-3,0,13,16116.9666,platinum,0,0
39135,2020-08-13 22:59,29,29,1,3.0,9.0,2020.0,-32,90,1,8071,LLC,0,external_policy,FL,1,100,182,3,2,1,UnitedHealthcare,Guardian,0,0,1,1,0,0,0,10,8,9,43,0,0,0.0,0,0,Healthcare   Social Assistance,Desk,1,0.0,0,0,2,9,54,0,9,80259.84,0,0,0,1,0,0,0,10,1,0,complete,51,53,0,45.4444444444444,9,0,4,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,silver,0,0
42895,2020-10-07 18:04,53,53,1,3.0,10.0,2020.0,-55,191,1,7349,LLC,0,has_zp_policy,NJ,1,596,263,2,2,1,Oscar Health,no_dental_carrier,0,0,0,1,0,0,0,4,2,49,48,0,0,0.0,0,9,Facilities,Non-Desk,9,75.0,0,0,1,5,7,2,6,36342.28,1,0,0,0,0,0,0,0,0,0,core,338,346,0,39.4516129032258,29,2,15,16,0,1,1,0,0,9,0,8,0,0,3,2,6,0,5,-5664.62,silver,0,0
43164,2020-09-24 06:01,50,49,0,2.0,10.0,2020.0,-49,102,1,8999,LLC,0,has_zp_policy,NY,5,23,21,4,2,1,Oxford Health Plan (UnitedHealthcare),Guardian,0,0,1,1,1,0,0,3,3,5,,0,0,0.0,0,-1,Education,Desk,0,0.0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,16,26,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
45198,2020-10-27 20:19,30,28,1,1.0,11.0,2020.0,-29,251,1,8322,Sole proprietor,0,has_zp_policy,CA,1,375,334,4,2,1,Anthem Blue Cross,Guardian,0,0,1,0,0,0,0,3,3,11,40,0,0,0.0,0,9,Healthcare   Social Assistance,Desk,10,51.0,0,0,1,0,0,0,2,6936.0,1,0,0,2,0,0,0,0,0,0,core,56,73,0,31.4117647058824,17,0,0,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1488.0,silver,0,0
38248,2020-07-24 19:34,34,33,0,5.0,7.0,2020.0,-32,90,1,2095,LLC,0,has_zp_policy,CA,1,333,637,5,2,1,Kaiser Permanente,Guardian,0,0,1,1,0,0,0,6,5,40,33,1,0,0.0,1,10,Manufacturing,Non-Desk,10,0.0,0,0,1,1,8,0,6,54388.48,0,0,0,28,6,0,0,0,0,0,concierge,6,12,0,39.2291666666667,48,0,14,2,0,1,1,0,0,0,20,2,48,0,0,0,0,0,0,-31561.24,silver,0,0
37807,2020-07-20 21:30,28,28,1,2.0,7.0,2020.0,-35,90,1,5999,LLC,0,quoting,MI,1,321,270,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,10,4,86,51,0,0,0.0,0,8,Retail,POS,8,257.0,0,0,2,5,27,0,9,127138.6133,0,0,6,17,8,0,0,7,0,0,concierge,40,65,0,33.2089552238806,52,15,16,17,0,1,1,0,0,7,19,15,0,0,-1,-2,-15,0,-9,-35699.3867,gold,0,0
41078,2020-07-16 17:42,7,6,1,2.0,11.0,2020.0,-45,239,1,8711,C-Corporation,0,has_zp_policy,CA,1,287,283,5,2,1,Kaiser Permanente,Guardian,0,0,1,1,0,0,0,3,2,22,32,1,0,0.0,0,5,Technology,Desk,9,63.0,0,0,1,1,14,0,1,180000.0,1,0,2,8,3,0,0,0,2,1,complete,2,25,0,23.3333333333333,0,6,6,0,0,1,1,0,0,0,2,1,0,0,0,0,10,2,11,120000.0,platinum,0,0
40922,2020-09-05 00:54,29,28,1,3.0,9.0,2020.0,-46,69,1,8011,LLC,0,quoting,AZ,1,34,76,5,2,1,UnitedHealthcare,Beam,0,0,1,1,0,0,0,5,4,5,,0,0,0.0,0,0,Healthcare   Social Assistance,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,15,30,0,42.0,4,0,1,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0.0,silver,0,0
41744,2020-09-14 15:58,69,68,0,3.0,9.0,2020.0,-32,90,1,6719,C-Corporation,0,has_zp_policy,CT,9,19,-2,3,2,1,Blue Cross Blue Shield,Guardian,0,0,1,1,0,0,0,5,5,2,,0,0,0.0,0,-1,Finance   Insurance,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,13,36,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
41608,2020-09-28 21:12,26,22,1,2.0,10.0,2020.0,-26,191,1,7383,S-Corporation,1,has_zp_policy,CA,5,388,1005,5,2,1,Blue Shield of California,Beam,0,0,1,1,0,0,0,5,4,37,33,0,0,0.0,1,11,Education,Desk,12,105.0,0,0,1,2,5,0,4,120599.96,1,0,9,12,2,0,0,1,0,0,core,20,29,0,31.0322580645161,31,0,19,0,0,2,3,0,0,0,0,1,0,0,0,0,-2,0,-4,-58796.27,gold,0,1
44078,2020-10-17 19:51,40,39,1,5.0,11.0,2020.0,-49,159,1,7389,C-Corporation,0,external_policy,IL,1,312,7621,2,2,1,Blue Cross Blue Shield,Guardian,0,0,1,0,0,0,0,2,2,17,64,0,0,0.0,1,9,Professional Services,Non-Desk,10,51.0,0,0,0,0,0,0,2,72000.0,0,0,9,20,2,1,0,1,2,0,core,19,26,0,48.0555555555556,18,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,72000.0,silver,0,0
38757,2020-08-05 20:48,72,72,1,3.0,8.0,2020.0,-74,94,1,5199,C-Corporation,0,quoting,CA,1,59,544,5,3,1,Anthem Blue Cross,Guardian,0,0,1,1,0,0,0,3,3,9,30,0,0,0.0,0,1,Wholesale,Non-Desk,1,45.0,0,0,1,2,1,0,1,60000.0,0,0,0,0,0,0,0,4,0,0,core,38,40,0,30.6666666666667,6,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
37223,2020-06-19 17:00,33,32,1,4.0,7.0,2020.0,-54,100,1,7372,C-Corporation,0,has_zp_policy,NY,2,447,481,1,1,1,Empire Blue Cross and Blue Shield,no_dental_carrier,0,0,0,0,0,0,0,2,2,43,30,0,0,-0.6666666666666666,0,14,Technology,Desk,15,51.0,0,0,0,2,3,1,2,41873.4,1,0,1,1,0,0,0,3,1,0,core,4,12,0,21.125,0,24,5,0,0,2,1,3,0,5,0,1,0,0,0,1,2,1,-2,28133.4,silver,0,0
38119,2020-07-27 22:13,27,27,1,4.0,7.0,2020.0,-33,90,1,6531,LLC,0,quoting,MO,1,15,1614,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,3,3,5,,0,0,0.0,0,-1,Real Estate,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,12,19,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,0
38931,2020-08-11 16:38,56,46,0,1.0,8.0,2020.0,-38,135,1,4813,LLC,0,has_zp_policy,NJ,1,487,493,4,2,1,Oxford Health Plan (UnitedHealthcare),Guardian,0,0,1,1,1,0,0,6,3,50,42,0,0,0.75,0,15,Professional Services,Desk,10,123.0,0,0,1,3,25,0,7,93986.2857,1,0,20,101,67,0,0,0,10,0,complete,29,32,1,33.2083333333333,34,14,24,8,0,1,1,0,0,4,138,6,0,0,0,0,0,0,0,0.0,silver,0,0
38931,2020-08-11 16:38,56,46,0,1.0,8.0,2020.0,-38,135,1,4813,LLC,0,has_zp_policy,NJ,1,487,493,4,2,1,Oxford Health Plan (UnitedHealthcare),Guardian,0,0,1,1,1,0,0,6,3,50,42,0,0,0.4,0,15,Professional Services,Desk,11,123.0,0,0,1,1,16,0,7,103485.5714,1,0,20,104,70,0,0,2,0,0,complete,29,32,1,33.2083333333333,34,14,24,8,0,1,1,0,0,4,138,6,0,0,-1,0,-9,-10,-3,9499.2857,silver,0,0
43145,2020-10-09 16:29,36,31,1,3.0,10.0,2020.0,-48,102,1,1799,S-Corporation,1,eligible_for_renewal,GA,1,130,5513,6,2,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,7,7,16,48,0,0,0.0,1,3,Professional Services,Non-Desk,3,123.0,0,0,1,4,18,1,7,124161.4971,0,0,4,15,4,0,0,0,0,0,complete,40,44,0,39.3928571428571,24,4,20,8,0,1,1,0,0,1,23,1,0,0,0,1,-24,-3,-7,6589.6114,silver,0,0
45961,2020-11-02 18:39,35,35,1,3.0,11.0,2020.0,-37,498,1,7374,C-Corporation,0,no_policy,WA,3,614,953,5,2,1,Regence,no_dental_carrier,1,0,0,1,0,0,0,5,2,65,40,0,0,0.6666666666666666,1,19,Technology,Desk,19,58.65,0,0,3,0,0,0,5,7200.0,0,0,2,5,3,0,0,0,0,0,core,6,24,0,27.0526315789474,11,27,13,17,0,2,2,0,0,2,0,5,0,0,-1,0,-16,0,-5,-3600.0,gold,0,0
38450,2020-08-01 03:42,37,37,1,2.0,11.0,2020.0,-38,498,1,6282,LLC,1,no_policy,IL,1,715,1789,5,2,1,Blue Cross Blue Shield,Guardian,0,0,1,1,0,0,0,2,2,85,35,0,0,0.0,1,14,Real Estate,Desk,17,63.0,0,0,0,1,2,0,2,189401.68,0,0,2,8,6,0,0,0,0,0,complete,197,200,0,30.5,18,0,2,2,0,1,0,0,0,0,0,0,9,0,0,0,2,0,-3,110800.56,silver,0,0
49620,2020-12-05 00:04,20,20,1,2.0,1.0,2021.0,-41,124,1,7389,C-Corporation,0,no_policy,CO,7,266,263,3,2,1,Anthem Blue Cross,Beam,0,0,1,1,0,0,0,7,7,31,30,1,0,0.0,0,5,Professional Services,Desk,6,79.0,0,0,4,6,10,0,4,120000.0,0,0,0,2,2,0,0,0,0,0,core,58,78,0,29.0526315789474,19,0,18,1,0,1,3,0,0,0,1,1,0,0,1,0,10,0,0,0.0,gold,0,0
45573,2020-10-29 19:56,57,56,1,2.0,11.0,2020.0,-59,251,1,8351,Non-Profit,0,no_policy,TX,1,33,15768,5,2,1,Blue Cross Blue Shield,Guardian,0,0,1,1,0,0,0,14,2,13,,0,0,0.0,0,-1,Healthcare   Social Assistance,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,36,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,platinum,0,0
56448,2021-03-15 17:58,29,28,1,4.0,3.0,2021.0,-37,133,1,7372,C-Corporation,0,has_zp_policy,TX,1,14,-5,6,3,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,6,6,2,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,1,26,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
46008,2020-11-02 21:04,55,55,0,4.0,11.0,2020.0,-43,239,1,7374,S-Corporation,1,has_zp_policy,WA,4,1254,1237,2,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,5,5,122,37,1,0,0.25,0,40,Technology,Desk,40,69.0,0,0,1,4,7,0,5,361400.064,1,0,2,4,4,0,0,1,0,0,core,23,30,0,35.0512820512821,39,0,0,27,0,3,4,3,0,0,1,1,39,0,-1,0,1,0,5,1000.032,platinum,0,1
47707,2020-11-16 20:46,38,35,1,1.0,11.0,2020.0,-39,498,1,8711,C-Corporation,1,has_zp_policy,PA,7,266,256,5,2,1,UnitedHealthcare,Guardian,0,0,1,1,0,0,0,4,4,23,33,0,0,0.0,0,8,Technology,Desk,8,75.0,0,0,3,1,24,0,3,110205.2,1,0,1,4,2,0,0,6,0,0,complete,5,14,0,34.9285714285714,12,2,2,12,0,1,3,0,0,0,18,3,0,0,0,0,22,0,-2,4205.12,silver,0,0
50989,2020-12-28 21:21,35,35,0,2.0,12.0,2020.0,-34,75,1,7929,LLC,1,has_zp_policy,CA,7,1755,1764,3,1,1,Anthem Blue Cross,no_dental_carrier,0,0,0,0,0,0,0,17,7,308,29,1,0,0.42857142857142855,0,57,Entertainment   Recreation,Non-Desk,57,369.55,4,1,7,8,45,0,10,49517.026,1,0,18,56,35,4,1,3,0,0,concierge,1,7,0,25.4117647058824,51,51,62,12,0,1,4,2,0,11,10,8,8,0,1,0,16,0,23,-12296.7895,bronze,0,0
48642,2020-09-24 06:01,51,50,1,2.0,12.0,2020.0,-62,318,1,6531,S-Corporation,1,quoting,MD,1,72,1887,3,2,1,CareFirst,Guardian,0,0,1,1,0,0,0,2,2,9,36,0,0,0.0,1,-1,Real Estate,Desk,2,31.0,0,0,0,2,12,0,2,96999.84,0,0,2,5,3,0,0,0,0,0,basic,9,16,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,-2,1,14823.0,gold,0,1
46502,2020-11-05 21:24,30,30,1,1.0,12.0,2020.0,-35,75,1,8741,LLC,0,has_zp_policy,CA,1,560,546,4,2,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,1,0,0,7,3,53,26,1,0,-0.16666666666666666,0,16,Professional Services,Desk,17,99.0,0,0,1,6,92,0,5,62482.94,1,0,2,16,10,0,0,12,1,1,complete,22,42,0,30.3673469387755,28,21,24,5,0,1,1,0,0,2,57,0,25,0,0,0,-1,1,34,24194.56,platinum,0,0
47279,2020-11-12 18:36,23,23,1,2.0,11.0,2020.0,-45,239,1,7991,Non-Profit,0,has_zp_policy,CA,1,903,3235,2,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,0,9,2,83,36,0,0,-0.2,1,29,Healthcare   Social Assistance,Desk,30,135.0,0,0,1,3,7,0,8,47791.2825,1,0,3,8,7,0,0,0,0,0,complete,9,17,0,36.1724137931034,132,42,56,40,0,1,1,0,78,6,0,2,0,0,0,0,5,0,7,-25557.48,silver,0,0
47279,2020-11-12 18:36,23,23,1,2.0,11.0,2020.0,-45,239,1,7991,Non-Profit,0,has_zp_policy,CA,1,903,3235,2,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,0,9,2,83,36,0,0,-0.2,1,29,Healthcare   Social Assistance,Desk,29,135.0,0,0,1,2,2,0,8,73348.7625,1,0,2,6,5,0,0,1,0,0,complete,9,17,0,36.1724137931034,132,42,56,40,0,1,1,0,78,6,0,2,0,0,0,-1,-6,0,-9,28317.6292,silver,0,0
44519,2020-10-22 17:52,62,62,0,5.0,10.0,2020.0,-32,164,1,8011,LLC,0,quoting,CO,1,147,1879,7,4,1,Anthem Blue Cross,Beam,0,0,1,1,2,0,0,16,16,23,55,0,0,0.0,0,3,Healthcare   Social Assistance,Desk,3,123.0,0,0,1,12,45,1,14,77092.5628,0,0,0,10,6,0,0,1,0,0,core,25,28,0,36.5454545454545,43,12,20,35,0,3,1,6,0,4,0,4,0,0,-2,-1,-33,0,-13,7995.4482,silver,0,0
39396,2020-08-18 18:50,20,20,1,3.0,8.0,2020.0,-36,135,1,5531,LLC,0,has_zp_policy,CO,1,1255,1374,2,2,1,Kaiser Permanente,Guardian,0,0,1,0,0,0,0,3,3,222,47,0,0,-0.25,1,40,Retail,POS,40,57.0,0,0,1,0,0,0,2,117527.28,0,0,27,37,17,1,0,0,0,0,core,3,17,0,39.875,24,0,5,0,0,2,1,5,0,1,0,1,0,0,0,0,0,-1,-6,-71919.64,bronze,0,0
48052,2020-11-18 17:59,47,46,0,6.0,11.0,2020.0,-41,239,1,8742,LLC,0,has_zp_policy,OH,3,1226,1550,5,3,1,UnitedHealthcare,Beam,0,0,1,0,1,0,0,3,3,105,44,0,0,0.0,1,39,Technology,Desk,39,57.0,0,0,1,1,10,0,3,104533.3466,1,0,21,23,8,0,0,0,1,0,core,15,26,0,38.5555555555556,27,0,10,5,0,2,2,0,0,0,5,0,0,0,0,0,9,1,9,0.0,silver,0,0
41650,2020-09-28 13:30,113,111,0,4.0,10.0,2020.0,-92,90,1,,Non-Profit,0,no_policy,NC,1,847,63,4,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,0,2,2,21,29,0,0,0.0,0,1,Education,Desk,2,51.0,0,0,1,1,1,0,1,69999.84,0,0,0,1,0,0,0,1,0,0,core,780,800,0,28.0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,34999.92,silver,0,0
48167,2020-09-30 19:53,31,30,1,2.0,11.0,2020.0,-38,498,1,8132,Non-Profit,0,quoting,VT,3,321,3614,2,2,1,Anthem Blue Cross,Guardian,0,0,1,0,0,0,0,5,5,38,47,0,0,0.0,1,8,Professional Services,Desk,10,58.65,0,0,1,2,8,0,5,206252.736,0,0,2,7,3,0,0,0,0,0,core,3,8,0,39.4666666666667,45,0,12,21,0,4,3,9,0,0,2,1,27,0,0,0,6,0,19,0.0,silver,0,0
42772,2020-10-07 00:05,51,51,0,3.0,11.0,2020.0,-37,498,1,7011,C-Corporation,0,has_zp_policy,CA,1,200,178,7,3,1,UnitedHealthcare,Principal,0,0,1,1,2,0,0,15,6,28,44,1,0,0.0,0,4,Tourism   Accomodations,POS,5,121.0,0,0,1,9,38,3,17,25499.3317,1,0,3,4,1,0,0,10,1,0,core,4,41,0,32.8505747126437,54,33,50,37,0,1,1,3,2,18,2,31,0,0,0,-1,16,1,22,7292.6265,silver,0,0
37914,2020-07-22 19:24,36,35,1,5.0,12.0,2020.0,-45,148,1,7361,S-Corporation,1,has_zp_policy,CA,1,2005,1996,5,2,1,UnitedHealthcare,Guardian,0,0,1,1,0,0,0,2,2,102,48,1,0,0.5,0,17,Professional Services,Desk,22,57.0,0,0,0,1,1,0,2,91520.0,1,0,9,22,9,0,0,0,0,0,core,445,1320,0,44.7777777777778,18,0,9,1,0,1,1,0,9,0,1,0,0,0,0,0,1,0,0,-59240.0,silver,0,0
50573,2020-12-02 06:03,46,46,0,5.0,12.0,2020.0,-45,148,1,5461,LLC,1,has_zp_policy,GA,1,17,107,4,2,1,Kaiser Permanente,Guardian,0,0,1,1,0,0,0,7,3,15,,0,0,0.0,0,0,Food   Beverage,POS,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,3,9,0,23.3333333333333,3,6,9,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0.0,silver,0,0
38768,2020-08-08 21:59,53,53,0,1.0,8.0,2020.0,-45,94,1,5122,LLC,1,no_policy,OR,1,116,138,3,2,1,Providence,Principal,1,0,1,0,0,0,0,2,2,15,60,0,0,0.0,0,3,Manufacturing,Non-Desk,3,99.0,0,0,5,2,4,1,5,231999.888,0,0,0,3,0,0,0,2,1,0,complete,29,36,0,44.2777777777778,18,0,4,14,0,1,1,0,0,1,0,2,0,0,-1,1,-8,0,-8,37000.008,platinum,0,0
49562,2020-11-21 06:02,36,36,0,3.0,12.0,2020.0,-33,75,1,8721,LLC,0,has_zp_policy,NV,1,41,-2,7,2,1,UnitedHealthcare,Guardian,0,0,1,1,1,0,0,11,11,2,,0,0,0.0,0,-2,Professional Services,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,12,57,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
49746,2020-09-17 20:47,34,34,0,2.0,12.0,2020.0,-34,75,1,7373,LLC,0,no_policy,TX,5,112,232,6,3,1,Covered California,Beam,0,0,1,1,0,0,0,6,6,24,46,0,0,0.0,0,0,Technology,Desk,3,173.0,0,0,1,1,2,0,2,270000.0,0,0,0,0,0,0,0,3,0,0,concierge,2,10,0,45.0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,-1,0,2,0,20,69999.96,bronze,0,0
49746,2020-09-17 20:47,34,34,0,2.0,12.0,2020.0,-34,75,1,7373,LLC,0,no_policy,TX,5,112,232,6,3,1,Covered California,Beam,0,0,1,1,0,0,0,6,6,24,46,0,0,0.0,0,0,Technology,Desk,4,197.0,0,0,1,2,20,0,4,197500.02,0,0,0,9,4,0,0,1,4,1,concierge,2,10,0,45.0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,18,4,4,-72499.98,bronze,0,0
