npa_id,create_date,cycle_time,created_day_of_week,created_month,created_year,days_before_effective_date,orders_last_week,has_run_payroll,sic_code,tax_payer_type,taxable_as_scorp,wc_status,state,count_work_states,days_after_joined_gusto,days_after_est_founding,count_policies,count_carriers,count_medical_carriers,medical_carrier,dental_carrier,contains_long_tail_carrier,has_dental,has_vision,has_lidi,hsa_selected,has_fsa_dca,active_employees,eligible_employees,primary_payroll_admin_age,has_integrations,failed_filing_last_12_month,growth_rate_last_year,had_previous_payroll_provider,months_from_join_date,user_provided_industry,industry_classification,invoice_count,last_month_subscription_revenue,number_of_eins,multi_ein,count_address_changes_last_year,number_of_employees_logging_in_last_month,number_of_employee_logins_last_month,number_of_terminations_last_month,number_of_payroll_employees_last_month,estimated_annual_income_per_employee_last_month,has_active_workers_comp,running_total_number_of_benefits_care_cases,running_total_number_of_payroll_care_cases,running_total_number_of_cases,running_total_number_of_emails,running_total_number_of_irs_notice_reasons,amendments_last_12_month,number_of_admin_failed_logins,number_of_calls_last_month,number_of_chats_last_month,product_plan,time_to_onboard_in_days,time_to_first_payroll_in_days,prev_company_suspension,ee_average_age,count_ee_twenty_six_and_over_in_last_year,count_ee_under_twenty_six_in_last_year,count_single_employees_in_last_year,count_non_single_employees_in_last_year,count_ee_commuter_in_last_year,count_ee_home_states_in_last_year,count_ee_work_states_in_last_year,count_ee_work_home_state_diff_in_last_year,count_ee_more_than_1_job_in_last_year,count_ee_terminations_in_last_year,count_ee_touchpoints_in_last_year,count_ee_hires_in_last_year,count_401k_ees_in_last_year,count_529_ees_in_last_year,change_in_number_of_hires_last_month,change_in_number_of_termination_last_month,change_in_number_of_ee_logins_last_month,change_in_number_of_calls_last_month,change_in_number_of_admin_logins_last_month,change_in_estimated_annual_income_per_employee_last_month,selected_medical_base_tier,start_date_changed,deadline_override
55547,2021-02-17 15:31,52037.28,1.0,3.0,2021.0,-40,133,1,8734,LLC,0,quoting,AZ,1,40,21,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,6,6,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,6,33,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
38266,2020-06-30 17:28,127988.9,4.0,8.0,2020.0,-26,161,1,8049,LLC,0,has_zp_policy,IL,1,38,-4,4,2,1,Blue Cross Blue Shield,Guardian,0,1,1,1,0,0,2,2,,0,0,0.0,0,-3,Healthcare   Social Assistance,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,36,66,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,1
54482,2021-01-23 07:01,36333.31,1.0,2.0,2021.0,-38,110,1,3089,C-Corporation,0,no_policy,CA,1,37,37,6,3,1,Anthem Blue Cross,Beam,0,1,1,1,0,0,4,3,,0,0,0.0,0,-1,Manufacturing,Non-Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,38,39,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,platinum,0,0
39234,2020-08-10 14:51,35931.88,1.0,9.0,2020.0,-41,135,1,6732,S-Corporation,1,no_policy,KS,1,1888,12988,2,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,2,2,62,0,0,0.0,1,55,Professional Services,Desk,57,51.0,0,0,0,1,5,0,2,0.0,0,0,9,13,8,0,0,0,0,0,core,117,177,0,63.1666666666667,36,0,0,36,0,2,1,18,0,0,0,0,0,0,0,0,5,0,5,0.0,silver,0,0
50778,2020-12-22 18:40,79467.11,4.0,1.0,2021.0,-63,156,1,5112,S-Corporation,1,no_policy,TN,1,108,5414,7,4,1,Blue Cross Blue Shield,Guardian,0,1,1,2,0,0,10,8,,0,0,0.0,0,-2,Wholesale,Non-Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,95,112,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
48393,2020-11-19 04:07,33159.15,3.0,11.0,2020.0,-37,498,1,8111,LLC,0,no_policy,FL,1,146,149,1,1,1,Florida Blue,no_dental_carrier,0,0,0,0,0,0,5,5,37,0,0,0.0,0,4,Professional Services,Desk,4,51.0,0,0,1,0,0,0,2,82000.1,0,0,0,0,0,0,0,0,0,0,core,13,15,0,30.4545454545455,5,6,5,6,0,1,1,0,0,1,0,2,0,0,0,0,0,0,1,-13000.0,silver,0,0
48642,2020-09-24 06:01,73130.93,2.0,12.0,2020.0,-62,318,1,6531,S-Corporation,1,quoting,MD,1,73,1888,3,2,1,CareFirst,Guardian,0,1,1,0,0,0,2,2,36,0,0,0.0,1,-1,Real Estate,Desk,2,31.0,0,0,0,2,12,0,2,96999.84,0,0,2,5,3,0,0,0,0,0,basic,9,16,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,-2,1,14823.0,gold,0,1
45363,2020-10-28 19:01,100568.96,2.0,11.0,2020.0,-52,159,1,7299,S-Corporation,1,switch_bor,CA,2,2146,3115,4,1,1,Blue Shield of California,no_dental_carrier,0,0,0,0,0,0,15,7,36,0,0,-0.07692307692307691,1,69,Education,Desk,70,183.0,0,0,2,11,37,1,12,99334.98,0,0,34,50,31,1,0,3,0,0,complete,0,19,0,28.3740458015267,68,63,78,15,0,2,2,1,0,11,6,13,0,0,0,0,1,0,1,10087.108,silver,0,0
41473,2020-09-24 22:09,47524.65,4.0,9.0,2020.0,-38,135,1,4724,C-Corporation,0,has_zp_policy,CA,1,314,881,4,2,1,Kaiser Permanente,Guardian,0,1,1,0,0,0,3,3,25,1,0,0.0,0,6,Tourism   Accomodations,Desk,6,185.0,0,0,1,2,20,0,0,0.0,0,0,1,5,4,0,0,0,0,0,concierge,105,137,0,24.8,2,8,8,0,0,0,1,0,0,0,20,2,8,0,0,0,9,0,9,0.0,platinum,0,0
53403,2021-01-31 07:01,58929.65,3.0,2.0,2021.0,-26,153,1,8049,S-Corporation,1,no_policy,NC,1,15,5027,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,8,5,,0,0,0.0,0,-1,Healthcare   Social Assistance,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,17,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,1
54937,2021-02-10 16:49,34452.45,5.0,2.0,2021.0,-34,110,1,7336,LLC,0,has_zp_policy,PA,3,35,5420,7,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,21,21,,0,0,0.0,0,-2,Professional Services,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,35,77,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
53810,2021-02-08 22:04,25740.76,5.0,2.0,2021.0,-41,79,1,7991,Non-Profit,0,quoting,CA,1,257,198,3,1,1,Kaiser Permanente,no_dental_carrier,0,0,0,0,0,0,1,1,39,0,0,0.0,0,4,Entertainment   Recreation,Non-Desk,4,25.0,0,0,1,0,0,0,1,100000.16,0,0,0,0,0,0,0,1,0,0,basic,106,134,0,38.0,5,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,14,0.0,gold,0,0
41512,2020-09-25 18:42,42869.26,4.0,10.0,2020.0,-31,90,1,7378,LLC,0,no_policy,MN,1,9,-4,4,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,2,2,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,0,36,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
56998,2021-03-30 22:52,38486.76,3.0,3.0,2021.0,-31,114,1,7261,C-Corporation,0,quoting,UT,1,22,2,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,1,1,,0,0,0.0,0,-1,Personal Services,Non-Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,35,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
44555,2020-10-21 22:25,59275.01,4.0,11.0,2020.0,-43,239,1,7372,C-Corporation,0,quoting,NY,7,202,323,4,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,9,7,43,0,0,0.0,0,3,Technology,Desk,4,79.0,0,0,3,4,10,0,10,48999.9866,0,0,0,6,1,0,0,0,0,0,core,49,91,0,39.3714285714286,34,1,8,27,0,3,3,0,0,2,0,4,0,0,2,-1,-3,0,0,7224.6626,gold,0,0
48947,2020-08-05 21:28,66267.81,1.0,12.0,2020.0,-56,261,1,7371,LLC,1,no_policy,GA,2,398,399,6,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,5,5,46,1,0,2.0,0,9,Technology,Desk,13,75.0,0,0,1,2,6,0,3,376666.56,0,0,4,11,2,0,0,0,0,1,complete,2,10,0,45.0,13,0,0,6,0,2,1,3,0,0,5,2,5,0,0,0,1,0,4,0.0,platinum,0,1
50312,2020-12-13 12:41,21544.11,2.0,12.0,2020.0,-34,75,1,7374,C-Corporation,0,quoting,CA,2,58,58,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,3,3,,0,0,0.0,0,0,Finance   Insurance,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,51,53,0,26.0,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,gold,0,0
49831,2020-12-23 15:27,109004.35,2.0,12.0,2020.0,-62,75,1,4724,C-Corporation,0,external_policy,NV,3,27,60,5,2,1,Anthem Blue Cross,Guardian,0,1,1,0,0,0,9,8,,0,0,0.0,0,0,Tourism   Accomodations,Desk,0,0.0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,3,13,0,37.75,16,0,6,10,0,0,2,0,0,0,4,6,0,0,0,0,0,0,0,0.0,bronze,0,0
52413,2020-10-02 20:24,45775.43,6.0,1.0,2021.0,-37,124,1,7371,S-Corporation,1,no_policy,CA,1,122,753,3,2,1,Kaiser Permanente,Guardian,0,1,1,0,0,0,2,2,,0,0,0.0,0,-3,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,118,128,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
52916,2021-01-14 23:09,38667.01,4.0,1.0,2021.0,-32,156,1,7389,S-Corporation,1,no_policy,CA,1,657,27,5,2,1,Kaiser Permanente,Guardian,0,1,1,0,0,0,2,2,32,1,0,0.0,0,3,Education,Desk,3,25.0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0,0,basic,636,556,0,31.0,2,0,1,1,0,0,1,0,0,0,6,2,2,0,0,0,0,0,92,0.0,gold,0,0
40884,2020-09-11 17:44,70974.96,5.0,9.0,2020.0,-44,69,1,4899,C-Corporation,0,has_zp_policy,WA,9,931,935,3,3,1,Premera Blue Cross,Beam,0,1,1,0,0,0,8,8,53,1,0,0.1111111111111111,0,30,Technology,Desk,30,99.0,0,0,4,3,7,0,7,217071.3628,1,0,2,8,7,1,0,0,1,0,core,4,13,0,37.6923076923077,130,0,24,24,0,6,7,12,0,8,0,6,96,0,1,0,-3,1,3,-137232.1972,gold,0,0
37922,2020-07-22 20:43,97930.86,4.0,8.0,2020.0,-42,94,1,3949,S-Corporation,1,has_zp_policy,VA,1,668,1308,4,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,9,7,33,1,0,1.5,1,18,Manufacturing,Non-Desk,19,69.0,0,0,1,3,25,1,5,57015.4,1,0,2,4,3,0,0,0,0,0,core,79,88,0,27.88,18,7,3,6,0,1,1,0,0,1,2,3,0,0,0,1,17,0,0,10702.9,gold,0,0
36864,2020-06-24 21:02,97888.66,3.0,6.0,2020.0,-69,121,1,6732,Non-Profit,0,no_policy,WA,3,353,468,7,3,1,Regence,Guardian,0,1,1,2,0,0,6,5,27,1,0,0.0,1,11,Education,Desk,12,339.0,0,0,3,4,30,0,4,76960.0,0,0,2,12,10,0,0,1,0,0,complete,0,1,0,24.8461538461538,20,32,6,0,0,1,1,0,0,2,14,4,0,0,0,0,5,0,5,50613.3334,silver,0,1
49617,2020-12-04 23:25,31473.45,1.0,12.0,2020.0,-25,261,1,7991,LLC,0,no_policy,CA,1,396,341,4,2,1,Anthem Blue Cross,Guardian,0,1,0,0,0,0,6,4,32,0,0,0.0,0,11,Entertainment   Recreation,POS,11,87.0,0,0,1,4,79,0,4,40596.0,0,0,2,16,8,0,0,0,0,0,complete,54,69,0,31.4186046511628,70,16,34,52,0,1,1,0,0,6,4,6,0,0,0,0,-11,0,4,-90534.42,bronze,0,1
53067,2021-01-28 06:35,44249.3,1.0,2.0,2021.0,-28,153,1,2064,LLC,0,has_zp_policy,CA,1,1049,2217,3,1,1,California Choice,no_dental_carrier,0,0,0,0,0,0,10,3,64,0,0,0.0,1,33,Manufacturing,Non-Desk,34,87.0,0,0,1,4,8,0,8,43277.0,1,0,5,24,17,0,0,2,0,0,core,29,38,0,33.6103896103896,63,14,51,14,0,1,1,0,0,3,0,4,0,0,0,0,6,0,4,-20732.66,silver,0,0
46256,2020-11-04 17:46,35944.2,4.0,11.0,2020.0,-26,251,1,6732,C-Corporation,0,no_policy,CA,7,286,278,5,2,1,UnitedHealthcare,Beam,0,1,1,0,0,0,8,8,43,1,0,0.0,0,9,Technology,Desk,9,135.0,0,0,9,7,28,0,8,173749.98,0,0,27,48,11,2,0,0,3,0,complete,3,21,0,36.2727272727273,51,4,34,21,0,3,3,0,0,1,69,7,52,0,1,0,-1,2,11,-14535.7114,silver,0,1
39515,2020-08-19 21:21,66497.73,4.0,8.0,2020.0,-42,94,1,8049,LLC,0,no_policy,WA,1,85,1054,5,2,1,Regence,Beam,0,1,1,0,0,0,8,3,47,1,0,0.0,0,1,Healthcare   Social Assistance,Desk,1,0.0,0,0,1,7,150,0,6,98629.5266,0,0,3,5,1,0,0,3,4,0,complete,1,51,0,43.0,13,0,7,6,0,2,1,6,0,0,18,3,0,0,0,0,0,0,0,0.0,bronze,0,0
45990,2020-11-02 20:01,80872.53,1.0,11.0,2020.0,-60,251,1,7378,S-Corporation,1,no_policy,CA,1,1353,1342,5,2,1,Kaiser Permanente,Guardian,0,1,1,0,0,0,4,2,36,1,0,1.0,0,44,Construction,Non-Desk,44,63.0,0,0,0,1,1,0,4,68853.005,0,0,7,10,3,0,0,0,0,0,core,12,25,0,38.9166666666667,72,0,20,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,45282.315,gold,0,0
40284,2020-08-24 21:09,51670.9,4.0,9.0,2020.0,-28,102,1,5149,C-Corporation,0,has_zp_policy,WA,7,12,1160,6,2,1,UnitedHealthcare,Beam,0,1,1,0,0,0,13,12,,0,0,0.0,0,-2,Wholesale,Non-Desk,0,0.0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,29,40,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,1
37264,2020-07-06 17:41,89467.06,5.0,7.0,2020.0,-53,100,1,5112,C-Corporation,0,no_policy,WA,1,336,445,3,3,1,Premera Blue Cross,Guardian,0,1,1,0,0,0,4,4,32,0,0,0.0,0,11,Retail,POS,11,87.0,0,0,0,2,6,0,3,180000.16,0,0,5,23,19,0,0,11,0,0,complete,14,21,0,29.0,27,1,4,0,0,1,1,0,0,0,3,1,0,0,0,0,-6,0,-2,0.0,gold,0,0
51615,2020-09-21 21:18,44568.21,2.0,1.0,2021.0,-48,122,1,7371,C-Corporation,0,has_zp_policy,CA,3,446,864,5,3,1,Blue Shield of California,Guardian,0,1,1,0,0,0,6,6,34,0,0,7.0,0,10,Technology,Desk,14,114.75,0,0,4,2,4,0,4,168499.92,1,0,2,2,1,0,0,1,0,0,core,22,28,0,32.375,32,0,12,8,0,3,3,7,0,0,0,2,0,0,0,0,-2,0,-12,0.0,silver,0,0
53734,2020-12-31 07:03,34460.91,2.0,2.0,2021.0,-44,79,1,8011,LLC,0,has_zp_policy,VA,1,49,46,4,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,3,3,,0,0,0.0,0,-2,Healthcare   Social Assistance,Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,50,59,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,platinum,0,0
49152,2020-10-03 06:00,34289.61,2.0,12.0,2020.0,-24,261,1,7372,C-Corporation,0,no_policy,WA,1,68,7,5,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,3,3,30,1,0,0.0,0,0,Technology,Desk,2,51.0,0,0,0,3,3,0,0,0.0,0,0,0,5,1,0,0,0,3,0,core,61,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0.0,gold,0,1
55693,2021-03-05 20:29,17329.46,5.0,3.0,2021.0,-43,67,1,7372,C-Corporation,0,has_zp_policy,TX,1,613,718,3,2,1,UnitedHealthcare,Beam,0,1,0,0,0,0,2,2,35,0,0,2.0,0,20,Technology,Desk,20,57.0,0,0,2,2,11,0,2,350000.04,0,0,4,9,5,0,0,0,1,2,core,14,16,0,37.8181818181818,11,0,0,11,0,1,1,0,0,0,8,1,0,0,1,0,7,1,3,-150000.12,gold,0,0
48384,2020-11-05 14:33,47243.26,3.0,11.0,2020.0,-37,498,1,4911,LLC,1,no_policy,TX,1,21,2520,3,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,3,3,,0,0,0.0,0,-1,Mining   Oil,Non-Desk,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,9,57,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
43744,2020-07-15 19:13,50470.58,2.0,11.0,2020.0,-45,239,1,5722,S-Corporation,1,external_policy,MN,1,92,54,5,2,1,Blue Cross Blue Shield,Guardian,0,1,1,1,0,0,8,8,41,1,0,0.0,0,-3,Retail,POS,1,245.0,0,0,0,5,35,0,8,85553.0,0,0,0,2,1,0,0,3,1,0,concierge,33,59,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,gold,0,0
44713,2020-10-25 20:28,146766.35,5.0,10.0,2020.0,-63,164,1,5812,S-Corporation,1,external_policy,GA,1,451,2068,6,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,36,14,29,1,0,0.0,1,12,Food   Beverage,POS,12,180.0,0,0,2,9,31,8,31,24142.2161,0,0,0,9,7,0,0,7,0,0,core,62,66,0,28.7338403041825,95,168,122,32,0,2,1,7,0,29,5,35,18,0,1,5,16,0,18,-1456.8119,silver,0,0
38168,2020-07-28 07:03,30272.88,3.0,8.0,2020.0,-27,161,1,7372,C-Corporation,0,no_policy,CA,4,26,30,3,2,1,UnitedHealthcare,Guardian,0,1,0,0,0,0,1,1,36,0,0,0.0,0,0,Technology,Desk,1,51.0,0,0,1,1,1,0,1,150000.0,0,0,0,1,0,0,0,0,0,1,core,7,20,0,35.0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,platinum,0,1
46751,2020-11-09 17:18,31028.7,2.0,11.0,2020.0,-52,159,1,1711,LLC,1,has_zp_policy,KS,1,940,939,2,2,1,Humana,no_dental_carrier,0,0,1,0,0,0,3,3,40,1,0,0.0,0,30,Construction,Non-Desk,30,57.0,0,0,0,3,7,0,3,237559.5733,1,0,1,2,2,0,0,0,0,0,core,22,26,0,34.2962962962963,18,9,23,0,0,1,1,27,0,0,3,0,0,0,0,0,-1,0,1,49006.1867,gold,0,0
38235,2020-07-30 15:12,177299.65,1.0,11.0,2020.0,-91,251,1,7371,LLC,0,eligible_for_renewal,KS,2,1393,1370,9,2,1,Humana,Guardian,0,1,1,3,0,0,56,56,38,1,0,0.3888888888888889,0,41,Technology,Desk,45,639.0,0,0,2,46,713,0,50,145183.8233,0,0,48,70,27,1,0,1,0,1,complete,23,32,0,28.4214659685864,382,382,196,96,0,4,1,300,0,48,32,74,628,0,-2,-9,-162,-2,-48,61338.602,gold,0,0
41673,2020-07-13 17:19,28962.26,4.0,10.0,2020.0,-24,191,1,7389,S-Corporation,1,no_policy,TX,1,1039,1742,4,2,1,Blue Cross Blue Shield,Guardian,0,1,1,0,1,0,2,2,36,0,0,0.0,0,31,Professional Services,Desk,34,45.0,0,0,1,1,1,0,1,72000.0,0,0,1,9,7,0,0,0,0,0,core,10,25,0,48.1111111111111,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0.0,silver,0,1
54115,2021-02-08 21:50,48834.2,5.0,2.0,2021.0,-41,79,1,7336,Sole proprietor,0,has_zp_policy,OR,2,113,49,6,3,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,11,9,,0,0,0.0,0,-1,Technology,Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,67,126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
49255,2020-11-24 19:29,77954.46,5.0,12.0,2020.0,-28,318,1,8031,S-Corporation,1,has_zp_policy,NC,1,476,473,3,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,5,2,59,0,1,0.0,0,10,Healthcare   Social Assistance,Desk,11,75.0,0,0,1,3,15,0,3,31248.1,1,0,7,15,2,0,0,0,0,0,complete,137,161,0,30.9736842105263,18,20,11,23,0,1,1,0,0,3,6,1,0,0,-1,-1,-12,-1,-3,8619.4334,silver,0,1
47108,2020-11-11 16:01,47407.56,5.0,12.0,2020.0,-45,148,1,7389,C-Corporation,0,quoting,MD,1,2116,2119,3,1,1,CareFirst,no_dental_carrier,0,0,0,0,0,0,4,4,37,1,0,1.0,0,65,Professional Services,Desk,66,94.05,0,0,1,2,22,0,4,99123.72,0,0,14,17,9,0,1,2,0,0,core,15,92,0,33.7586206896552,27,2,16,5,0,1,1,0,0,0,41,1,29,0,-1,0,-4,-4,-10,-19841.24,bronze,1,0
39639,2020-08-24 15:22,33287.86,1.0,8.0,2020.0,-38,135,1,1799,S-Corporation,1,eligible_for_renewal,TX,1,286,236,4,2,1,UnitedHealthcare,Guardian,0,1,1,0,0,0,4,4,49,0,0,0.0,0,6,Construction,Non-Desk,6,197.0,0,0,2,3,15,0,4,95679.936,0,0,0,26,15,0,0,0,0,0,concierge,0,86,0,35.0,35,4,19,15,0,2,1,3,6,6,21,6,0,0,0,-1,-14,0,-9,5546.656,gold,0,0
47274,2020-11-12 18:15,55664.05,4.0,11.0,2020.0,-50,159,1,4214,LLC,0,eligible_for_renewal,TX,1,69,72,5,3,1,Blue Cross Blue Shield,Beam,0,1,1,0,0,0,15,4,34,0,0,0.0,1,2,Transportation   Warehousing,Non-Desk,2,171.0,0,0,1,10,44,3,18,110293.456,0,0,4,8,2,0,0,4,1,0,core,3,10,0,32.2452830188679,44,9,45,8,0,0,1,0,0,6,1,22,0,0,-13,1,18,-4,5,68074.1055,silver,0,0
48949,2020-10-08 15:27,51566.98,3.0,12.0,2020.0,-30,318,1,6282,LLC,1,has_zp_policy,GA,2,55,6460,7,2,1,UnitedHealthcare,Guardian,0,1,1,1,0,0,8,8,,0,0,0.0,0,-3,Wholesale,Non-Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,68,99,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,bronze,0,0
48789,2020-11-24 16:55,75882.78,5.0,12.0,2020.0,-45,148,1,7389,LLC,0,no_policy,VA,2,269,281,1,1,1,UnitedHealthcare,no_dental_carrier,0,0,0,0,0,0,3,3,25,0,0,0.0,0,7,Non-Profits   Associations,Desk,8,51.0,0,0,2,0,0,0,2,21000.0,0,0,2,9,7,0,0,0,0,0,core,2,9,0,29.0,32,0,16,16,0,1,1,0,0,0,10,0,0,0,0,0,0,0,-11,-3000.0,gold,0,0
44881,2020-10-12 18:45,56147.05,4.0,11.0,2020.0,-43,239,1,7372,C-Corporation,0,has_zp_policy,CO,3,638,598,3,2,1,Anthem Blue Cross,Guardian,0,1,1,0,0,0,5,4,42,1,0,3.0,0,18,Technology,Desk,19,63.0,0,0,3,3,5,0,4,71673.9,1,0,0,0,0,0,0,0,0,0,core,40,54,0,33.4444444444444,24,12,20,6,0,1,1,0,0,2,0,8,0,0,1,0,-4,0,-1,-12272.82,platinum,0,0
39057,2020-08-12 22:27,87745.76,3.0,9.0,2020.0,-39,135,1,2389,S-Corporation,1,quoting,OR,1,364,372,3,3,1,Health Net,Guardian,0,1,1,0,0,0,10,6,50,0,0,0.0,0,10,Manufacturing,Non-Desk,11,171.0,0,0,1,9,66,1,11,73241.142,0,0,5,8,2,0,0,0,0,0,complete,16,22,0,40.1704545454545,78,10,21,8,0,1,1,0,0,3,0,4,0,0,1,1,-2,0,6,1492.53,platinum,0,0
56002,2021-03-16 22:22,31826.63,1.0,3.0,2021.0,-33,114,1,5531,LLC,0,has_zp_policy,TX,1,1265,6662,6,3,1,Blue Cross Blue Shield,Guardian,0,1,1,3,0,0,12,8,40,0,0,0.625,0,22,Manufacturing,Non-Desk,22,137.0,0,0,1,8,24,1,13,172162.64,1,0,7,15,7,0,0,0,0,0,core,2,583,0,40.0833333333333,78,30,46,62,0,1,1,0,0,3,4,4,0,0,2,1,3,-1,3,-7231.6872,platinum,0,0
48930,2020-11-16 17:24,78746.41,4.0,11.0,2020.0,-36,498,1,5149,S-Corporation,1,has_zp_policy,CA,1,20,2356,6,3,1,Covered California,Guardian,0,1,1,1,0,0,9,6,,0,0,0.0,0,-2,Wholesale,Non-Desk,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,unknown_product_plan,32,70,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,silver,0,0
39579,2020-08-19 18:30,63137.31,2.0,11.0,2020.0,-38,498,1,7389,LLC,0,has_zp_policy,TN,1,614,610,3,2,1,Humana,Guardian,0,1,1,0,0,0,2,2,46,0,0,0.0,0,16,Technology,Desk,19,51.0,0,0,0,1,3,0,1,92690.0,1,0,4,8,2,0,0,0,2,0,complete,14,22,0,26.0,9,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,-2317.64,gold,0,0
39855,2020-08-27 15:45,34526.61,1.0,10.0,2020.0,-43,149,1,8049,S-Corporation,1,has_zp_policy,OK,1,918,1967,6,3,1,Blue Cross Blue Shield,Guardian,0,1,1,0,0,0,8,7,52,0,0,0.3333333333333333,0,26,Healthcare   Social Assistance,Desk,28,135.0,0,0,1,2,21,1,8,66590.875,1,0,27,46,27,0,0,0,0,0,complete,22,68,0,36.6290322580645,62,0,12,15,0,1,1,0,58,2,25,4,0,0,-1,0,-25,0,0,5856.1425,platinum,0,0
